"Title","Other titles","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"In Paris with Jane Austen : three literary walks","","013652170","Monograph","Language material ; Text","Volume","GBA929132","","9781902918228 ; 9781902918266","Quin, Vera","","person","author","Quin, Vera, author [person]","","","England","Great Malvern","Cappella Archive","2006","","vii, 247 pages, maps, 21 cm","823.7","H.2009/1313","Paris (France)--Guidebooks ; Literature publishing--France--Paris--History ; Austen, Jane, 1775-1817--Translations into French--History and criticism ; France--History--1789-1815 ; Literary landmarks--France--Paris","Guidebook","English ; French","",""
"In Search of Jane Austen : the Language of the Letters","","016596141","Monograph","Language material ; Text","Volume","GBB401366","","9780199945115","Tieken-Boon van Ostade, Ingrid","","person","author","Tieken-Boon van Ostade, Ingrid, author [person]","","","United States of America","New York","Oxford University Press","2014","","xiv, 282 pages, 25 cm","823.7","YC.2014.a.15299","Austen, Jane, 1775-1817--Language ; English language--19th century--Style ; Austen, Jane, 1775-1817--Correspondence--History and criticism","Correspondence","English","",""
"In the arms of Mr. Darcy","Pride and prejudice","015623927","Monograph","Language material ; Text","Volume","GBB095625","","9781402236990","Lathan, Sharon","","person","","Austen, Jane, 1775-1817 [person] ; Lathan, Sharon [person]","","","England ; United States of America","Bath ; Naperville, Illinois","Manning Partnership ; Sourcebooks","2010","","1 volume","813.6","","Gentry--England--Fiction ; Courtship--Fiction ; Bennet, Elizabeth (Fictitious character)--Fiction ; Darcy, Fitzwilliam (Fictitious character)--Fiction ; England--Social life and customs--19th century--Fiction","Fiction ; Novel","English","",""
"In the footsteps of Jane Austen through Bath to Lyncombe and Widcombe : a walk through history","","009483438","Monograph","Language material ; Text","Volume","GBA404663","","9780952821069","Aylmer, Janet","","person","author","Aylmer, Janet, author [person]","","","England","Bath","Copperfield","2003","","xiv, 64 pages, illustrations, maps, 1 portrait, 15 x 22 cm","942.398","YC.2003.a.22341","Austen, Jane, 1775-1817 ; Walking--England--Bath--Guidebooks ; Bath (England)--History--18th century ; Bath (England)--Description and travel ; Bath (England)--Guidebooks","Guidebook","English","",""
"In the garden with Jane Austen","","014909195","Monograph","Language material ; Text","Volume","GBA917508","","9780711225947","Wilson, Kim","1959-","person","","Wilson, Kim, 1959- [person]","","","England","London","Frances Lincoln","2009","","1 volume, illustrations (chiefly colour), 22 cm","712.094209033","","Austen, Jane, 1775-1817 ; Gardens, Regency--England ; Gardens, Georgian--England ; Gardens, English","","English","",""
"In the meantime : character and perception in Jane Austen's fiction","","007366396","Monograph","Language material ; Text","Volume","GB8011592","","9780226537634","Morgan, Susan","1943-","person","author","Morgan, Susan, 1943-, author [person]","","","England ; United States of America","Chicago ; London","University of Chicago Press","1980","","ix, 210 pages, 23 cm","823.7","80/11313 ; X.989/84049","Fiction in English--Austen, Jane--1775-1817 ; Austen, Jane, 1775-1817--Philosophy ; Characters and characteristics in literature ; Perception in literature","","English","Includes index",""
"In the pride of the moment : encounters in Jane Austen's world","","007218823","Monograph","Language material ; Text","Volume","","","9780814204917","Dussinger, John A.","","person","author","Dussinger, John A., author [person]","","","United States of America","","Ohio State University Press","1990","","xiii, 213 pages","823.7","90/10802 ; YC.1991.a.4690","Social interaction in literature ; English fiction ; Austen, Jane, 1775-1817--Criticism and interpretation ; Conversation in literature","","English","",""
"In the steps of Jane Austen : town & country walks","","009428903","Monograph","Language material ; Text","Volume","GB7919733","","9780563176466","Edwards, Anne-Marie","","person","author","Edwards, Anne-Marie, author [person] ; British Broadcasting Corporation [organisation]","","","England","London","","1979","","112 pages, maps, 20 cm","914.22","X.709/33200","England--Description and travel--Guidebooks ; Southern England--Places associated with Austen, Jane--Walkers' guides ; Austen, Jane, 1775-1817--Homes and haunts","Guidebook","English","",""
"In the steps of Jane Austen","","007448386","Monograph","Language material ; Text","Volume","GB8514990","","9780907753100","Edwards, Anne-Marie","","person","author","Edwards, Anne-Marie, author [person] ; Edwards, Michael, 1932-, photographer [person]","","","England","Southampton","Arcady","1985","2nd edition enlarged and illustrated, photographs by Mike Edwards","187 pages, illustrations, maps, 22 cm","914.22","X.809/64364","England--Description and travel--Guidebooks ; Southern England--Places associated with Austen, Jane--Walkers' guides ; Austen, Jane, 1775-1817--Homes and haunts","Guidebook","English","Previous edition: London : BBC, 1979",""
"In the steps of Jane Austen","","012473030","Monograph","Language material ; Text","Volume","GB9131417","","9781853061233","Edwards, Anne-Marie","","person","author","Edwards, Anne-Marie, author [person] ; Edwards, Michael, 1932-, photographer [person]","","","England","Newbury","Countryside","1991","3rd edition","187 pages, 22 cm","","YC.1991.a.2745","England--Description and travel--Guidebooks ; Austen, Jane, 1775-1817--Homes and haunts","Guidebook","English","Previous edition: 1985",""
"Influence of Jane Austen on James Fenimore Cooper","The Cooper connection : the influence of Jane Austen on James Fenimore Cooper","017171460","Monograph","Language material ; Text","Volume","GBB6D1921","","9780404644833","Mann, Barbara Alice","1947-","person","author","Mann, Barbara Alice, 1947-, author [person]","AMS studies in the nineteenth century","number 53 [AMS studies in the nineteenth century]","United States of America","New York","","2014","","xiii, 251 pages, 24 cm","813.2","YC.2016.a.9230","Cooper, James Fenimore, 1789-1851--Political and social views ; Austen, Jane, 1775-1817--Influence ; Racism in literature ; Literature and society--United States--History--19th century ; Social classes in literature ; Literature and society--England--History--19th century ; Sex in literature ; Austen, Jane, 1775-1817--Political and social views ; Women in literature","","English","",""
"Initial Impressions or, 'I'm Missing Your Letters': An Austen Crossword Puzzle","'You Should Be in Pictures': Jane Austen's Portrait ; An Interview with Joan Klingel Ray, author of Jane Austen for Dummies ; An Interview with Karen Joy Fowler, the author of The Jane Austen Book Club ; Answers to The Jane Austen Aptitude Test ; Answers to the Crossword Puzzle ; Austen the Novelist ; Bedside, bathtub and armchair companion to Jane Austen ; Cinderella and Evil Witches: Myth-Placed Affections ; Emma ; Emma's Dream: Austen and Shakespeare Meet on a Midsummer Night ; Excerpt from the Juvenilia: 'The Adventures of Mr. Harley' ; First Impressions: Letting Jane Austen into Your Life ; Homage to Jane: Movies that Echo Austen ; If Jane Austen Had Been a Man ; If She Could See Them Now: Austen's Relationship with Her Publishers ; Jane Austen Film Chronology ; Jane Austen at the Movies ; Jane Austen in the Twenty-First Century ; LARPing and JARPing ; Last Words: Acknowledgments ; Love and Friendship: 'Beware My Laura' ; Mansfield Park ; More than a Constitutional: Heroines Who Favor Walking ; Mr. Knightley, Detective ; Mrs. Bennet was Right: The Marriage Plot in Austen Novels ; Music in 1995 BBC/A & E Pride and Prejudice ; Northanger Abbey ; Northanger Abbey: The Graphic Novel. A discussion with Anne Timmons, graphic artist ; On Reading Jane Austen ; Persuasion ; Pride and Prejudice ; Pride and Prejudice II, by Kentuck ; Pride and Prejudice: The Rejected Screenplays ; Raiders of the Early Works: The Juvenilia ; Sanditon ; Say Cheese!: Picturesque Beauty and Jane Austen ; Sense and Sensibility ; Sleuthing Regency Dresses ; The Best Gifts for a Janeite ; The Clergy in Austen's Fiction ; The Ideal Jane Austen Tour ; The Importance of a Good Carriage ; The Jane Austen Aptitude Test ; The Lives of Jane Austen ; The Sentence ; The Watsons and Lady Susan ; The bedside, bathtub & armchair companion to Jane Austen ; Was Lady Russell Wrong? ; What Does Lady Bertram Do? ; What Happened at the Ha-ha? ; What Makes a Janeite? ; What's Up with White Soup? Understanding Food in Jane Austen ; Why I Married Her. By Mr. Bennet ; Willoughby v. Brandon ; Winchester Cathedral","019404300","Monograph","Language material ; Text","Online resource","GBB995332","","9781441184863","Adams, Carol J.","","person","","Buchanan, Douglas [person] ; Adams, Carol J. [person] ; Gesch, Kelly [person]","","","United States of America","New York","Continuum","2008","","1 online resource (x, 218 pages), illustrations","823.7","ELD.DS.422482","Women and literature ; Austen, Jane, 1775-1817--Handbooks, manuals, etc ; Film ; Rezeption ; Novelists, English--19th century--Biography ; Women and literature--England--History--19th century ; Literatur ; LITERARY CRITICISM--European--English, Irish, Scottish, Welsh","Biography ; Handbook or manual ; History","English","",""
"Interfering values in the nineteenth-century British novel : Austen, Dickens, Eliot, Hardy, and the ethics of criticism","","010340514","Monograph","Language material ; Text","Volume","GBA425321","","9780313322839","Moxham, Jeffrey","1948-","person","author","Moxham, Jeffrey, 1948-, author [person]","Contributions to the study of world literature","number 117 [Contributions to the study of world literature]","England","London ; Westport, Connecticut","Greenwood","2002","","230 pages, 24 cm","823.809384","3461.461000 ; YC.2004.a.5039","Dickens, Charles, 1812-1870--Ethics ; Social values in literature ; English fiction--19th century--History and criticism ; Criticism--Moral and ethical aspects ; Didactic fiction, English--History and criticism ; Austen, Jane, 1775-1817--Ethics ; Hardy, Thomas, 1840-1928--Ethics ; Ethics in literature ; Eliot, George, 1819-1880--Ethics","","English","",""
"Introduction to Jane Austen","Jane Austen ; The Cambridge introduction to Jane Austen","017097608","Monograph","Language material ; Still image ; Text","Online resource (PDF ebook)","GBB532048","","9781316310823","Todd, Janet","1942-","person","author","Todd, Janet, 1942-, author [person]","Cambridge introductions to literature","","England","Cambridge","Cambridge University Press","2015","Second edition","1 online resource, black and white illustrations","823.7","","Austen, Jane, 1775-1817--Criticism and interpretation","","English","Additional physical form: Print version. 9781107100251 ; Previous edition: 2006",""
"Introduction to Persuasion --","A Supposed Letter Form of Sense and Sensibility -- ; Character and Caricature in Jane Austen -- ; Civil Falsehood in Emma -- ; D.W. Harding: a biographical chronology ; Family Life in the Eighteenth and Early Nineteenth Centuries -- ; Fraternal and Conjugal Love (Fanny Price and Edmund) -- ; Introduction to the Austen-Leigh Memoir -- ; Jane Austen and Moral Judgment -- ; Mansfield Park -- ; Northanger Abbey -- ; Regulated Hatred: An Aspect of the Work of Jane Austen -- ; Regulated hatred and other essays on Jane Austen ; Social Habitat in Jane Austen: Distant and Nearer Contexts --","019400056","Monograph","Language material ; Text","Online resource","GBB992087","","9781847140715","Harding, Denys Clement Wyatt","1906-","person","","Harding, Denys Clement Wyatt, 1906- [person] ; Lawlor, Monica [person]","","","England","Athlone ; Atlantic Highlands, New Jersey ; London","","1998","","1 online resource (230 pages)","823.7","ELD.DS.420980","Women and literature ; Femmes et littérature--Angleterre--Histoire--19e siècle ; Austen, Jane, 1775-1817 ; Women and literature--England--History--19th century ; Austen, Jane, 1775-1817--Criticism and interpretation ; LITERARY CRITICISM--European--English, Irish, Scottish, Welsh ; Austen, Jane, 1775-1817--Critique et interprétation ; Femmes et littérature--Grande-Bretagne--19e siècle","Criticsm and interpretation ; History","English","",""
"Introduction to the Austen-Leigh Memoir --","A Supposed Letter Form of Sense and Sensibility -- ; Character and Caricature in Jane Austen -- ; Civil Falsehood in Emma -- ; D.W. Harding: a biographical chronology ; Family Life in the Eighteenth and Early Nineteenth Centuries -- ; Fraternal and Conjugal Love (Fanny Price and Edmund) -- ; Introduction to Persuasion -- ; Jane Austen and Moral Judgment -- ; Mansfield Park -- ; Northanger Abbey -- ; Regulated Hatred: An Aspect of the Work of Jane Austen -- ; Regulated hatred and other essays on Jane Austen ; Social Habitat in Jane Austen: Distant and Nearer Contexts --","019400056","Monograph","Language material ; Text","Online resource","GBB992087","","9781847140715","Harding, Denys Clement Wyatt","1906-","person","","Harding, Denys Clement Wyatt, 1906- [person] ; Lawlor, Monica [person]","","","England","Athlone ; Atlantic Highlands, New Jersey ; London","","1998","","1 online resource (230 pages)","823.7","ELD.DS.420980","Women and literature ; Femmes et littérature--Angleterre--Histoire--19e siècle ; Austen, Jane, 1775-1817 ; Women and literature--England--History--19th century ; Austen, Jane, 1775-1817--Criticism and interpretation ; LITERARY CRITICISM--European--English, Irish, Scottish, Welsh ; Austen, Jane, 1775-1817--Critique et interprétation ; Femmes et littérature--Grande-Bretagne--19e siècle","Criticsm and interpretation ; History","English","",""
